epoch,loss,mean_absolute_error,mean_absolute_percentage_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_root_mean_squared_error
0,0.0030162010807543993,0.03685077279806137,62.15972900390625,0.054919950664043427,0.0034443484619259834,0.0436839684844017,103.25707244873047,0.05868857353925705
1,0.0013987121637910604,0.02781699411571026,38.02722930908203,0.03739936277270317,0.001897270791232586,0.03032195009291172,82.97354125976562,0.04355767369270325
2,0.0013174392515793443,0.02687961235642433,46.46587371826172,0.036296546459198,0.0024191630072891712,0.03583686798810959,99.66248321533203,0.04918498918414116
3,0.0013647188898175955,0.027352727949619293,38.788719177246094,0.03694210201501846,0.0023163820151239634,0.03491607680916786,130.9048309326172,0.04812880977988243
4,0.0014317941386252642,0.0281346645206213,58.11441421508789,0.03783905506134033,0.002160819945856929,0.031048504635691643,93.20896911621094,0.04648461937904358
5,0.0014036742504686117,0.02761264704167843,34.689754486083984,0.03746563941240311,0.003187637310475111,0.04376135393977165,109.54087829589844,0.05645916238427162
6,0.00137718440964818,0.027211586013436317,50.3665885925293,0.03711043298244476,0.002040097489953041,0.03056100755929947,77.42707061767578,0.04516743868589401
7,0.0012898514978587627,0.0263548381626606,44.63916015625,0.035914503037929535,0.0023114115465432405,0.03354228287935257,84.85821533203125,0.04807714372873306
8,0.0018437213730067015,0.029180388897657394,64.10010528564453,0.04293857887387276,0.002633636584505439,0.03593241795897484,97.19097137451172,0.051318973302841187
9,0.0013248588657006621,0.026558134704828262,43.07668685913086,0.03639861196279526,0.0021584411151707172,0.031914498656988144,97.41754913330078,0.046459026634693146
10,0.0011909158201888204,0.025178352370858192,44.597843170166016,0.03450964763760567,0.001938249683007598,0.02977553941309452,89.08856964111328,0.04402555525302887
11,0.0011941429693251848,0.025243228301405907,41.045745849609375,0.034556373953819275,0.0017341235652565956,0.026543306186795235,81.10810852050781,0.04164281114935875
12,0.0013435764703899622,0.02682945877313614,40.35432052612305,0.03665482997894287,0.0023688834626227617,0.032650336623191833,81.29904174804688,0.0486711785197258
13,0.001366660464555025,0.026920869946479797,48.518436431884766,0.03696837276220322,0.005173303186893463,0.055324897170066833,92.62329864501953,0.07192567735910416
14,0.0013211435871198773,0.02660948783159256,47.48994064331055,0.03634754195809364,0.003036813111975789,0.039260219782590866,175.6293182373047,0.05510729178786278
15,0.0011742805363610387,0.02483697235584259,43.92155838012695,0.03426777571439743,0.0020407375413924456,0.03161503002047539,127.72154235839844,0.04517452418804169
16,0.0010329505894333124,0.02326778508722782,54.91849136352539,0.032139550894498825,0.003084468189626932,0.042462389916181564,78.42501831054688,0.05553798750042915
17,0.0010682648280635476,0.02334555611014366,35.9724235534668,0.0326843224465847,0.004328700248152018,0.0497104786336422,78.81957244873047,0.06579285860061646
18,0.0010850714752450585,0.02375391684472561,36.740386962890625,0.03294042497873306,0.0014848692808300257,0.02449924871325493,80.48867797851562,0.038534000515937805
19,0.0009452204685658216,0.022181009873747826,44.993221282958984,0.030744440853595734,0.0012666978873312473,0.022231468930840492,71.50784301757812,0.035590700805187225
20,0.00092033960390836,0.021829567849636078,33.30606460571289,0.030337098985910416,0.001350367208942771,0.02369885891675949,94.40555572509766,0.036747343838214874
21,0.0008881435496732593,0.021414224058389664,40.699825286865234,0.029801737517118454,0.0024825967848300934,0.03838598355650902,85.29676818847656,0.04982566460967064
22,0.0008757155737839639,0.02115837298333645,40.70897674560547,0.029592491686344147,0.0012520668096840382,0.02179383672773838,83.8782958984375,0.03538455814123154
23,0.0008927895687520504,0.021254675462841988,32.98222732543945,0.029879583045840263,0.0012916423147544265,0.022708294913172722,79.63465881347656,0.035939425230026245
24,0.0008388549322262406,0.02067711390554905,36.64475631713867,0.0289629939943552,0.0028276261873543262,0.0421273447573185,106.81319427490234,0.0531754307448864
25,0.0008085746085271239,0.02025563456118107,30.685197830200195,0.028435448184609413,0.0012250453000888228,0.02165045216679573,70.23554229736328,0.035000648349523544
26,0.0007935957983136177,0.01996501535177231,34.069068908691406,0.028170835226774216,0.0012691470328718424,0.022231969982385635,67.16506958007812,0.03562508895993233
27,0.0007681264542043209,0.01965918205678463,45.225223541259766,0.02771509438753128,0.0014121696585789323,0.024630669504404068,74.09305572509766,0.037578847259283066
28,0.0007664673612453043,0.019549660384655,36.905181884765625,0.027685148641467094,0.0015761475078761578,0.02747150883078575,76.03556060791016,0.03970072418451309
29,0.000755990797188133,0.019456110894680023,34.051979064941406,0.027495287358760834,0.001353164203464985,0.023880643770098686,61.78745651245117,0.03678538277745247
